BlockHash,TPS,GasUsed
8ab6f50487932515358aa05c2d6bf55f0d8d8e825e0aa608044b016ebf9863eb,2100000,98.80
f6acee90501869658f52fbae7fe3fef6c645ab87d55037a85de56e2669c317fc,1932000,100.50
a7c338a86c2fbe13ee231b5c242ce6dc40101a981eb77f8600f85b7ad0802956,2121000,100.50
2bf287e1474c10eb7f3c72ab7b27488bc970b03fc23bfc40c0dcfb1e34ed7028,2100000,99.20
858faeeac1ef9c222ae81c96dccedbb67b05dfb2157a2ddde993c1f5f7216ee6,2121000,99.20
70563a14246743c583ebc65873a8a8f5818e356608bdcdb78b7c89c83a8d54bb,2121000,99.30
450d6088bd9cc8b017dc0fb4c563463a97f351c9daf935332ca61558f4490c21,2121000,99.30
abbd5f33fe4a5d6f3006a9ef491c8d877461a9a91f259abcbd498ba7b1a0cbe3,1890000,99.70
84377bf64d6733b18c8f13e376937ace54979a32c2b9c65eb9e940926b4a30a5,2142000,99.70
4f783bc19f2be0601310e1965be84ee144877806225bcd59478c3d9b42b045d9,2142000,98.70
4b35afc660a3ccb7c032fb993d18fc7815c52371cdc0ce5f63d6eb0b38dac7ce,2163000,98.70
fa1b6dc130b7ca9b127740b8bb86759a46dc1e940102776fc0bbb6988d2c9047,2121000,99.00
c5b80f04a2c1b73b81af3f39bd6753ce13e68c3623a3f735a74c1e9a578f8a22,2142000,99.00
0c6d9db53e51b0632900b169c504ef81f467237a08a169a6bbf79a3d439596ac,2100000,100.20
e947fa3ea1f90a9ac68600eea829aa9bdb92b554baa616933a56faa4b381b7d4,2100000,100.20
23006e6da56e9f31bdb072ea55a828a6873d8f43f0ede068e2c561601b9ba01e,2100000,100.30
90f538df68b10a1f7e2959d583fffad17911bc043d553f71b51a417b577b88a3,2100000,100.30
4e1a47ee6722c47eefda1b7a744eb967820206b87ce94ed55de4dd4d2fa9df9e,2079000,100.10
1356dd64d93226941c51af962fb324780761072a1da4299e4b8748f54139faba,2100000,100.10
38ed7258ae30be84207ded1d20fb3a45730430148516a1fd5338c0aa993756d1,2079000,100.90
e969add5f13712b44c61b8415c1f0b190da7e6094c5be58689d6803b9248ae86,2100000,100.90
ccb6c077ac30db11e2c9d26437c4ffef4b07a2b9a6f27ebb53f641d2537f2317,2100000,100.40
e0d9e8b6ccfe4e890edcb960286d8546bebc30b3e8220fb1b63e8a32bc8eb2d2,2121000,100.40
73504aeba128df9a4a08ee27aa2435d25cf175d6886502e586467f7c918f4e95,2100000,100.00
d4c4de5ccbd317fac5f3a9716ccdb7e5a80eff18d3c29ab045fe3550315d20f9,2100000,100.00
14aec1899c9ec5a328c1c7786f314142f59bfc42b5d8ba987164c91a89334b9d,2100000,99.90
c3053f4e43d542cc6f7deb1706144bd52edb507ac59695bd3a77fdafa2476c9c,2121000,99.90
aa52f0e5809ad1e5c1e7b1e92b9c5decc36ca936ed795061f71cc1c55c6aea24,2100000,99.90
dae19b7f618412124cf1009093a514f786da61c2b0c540c9f6801f78cbd8e7a5,2100000,99.90
3c6c4a1166dbc150a3fe1f43aac8f6de7c0fa5de33aabfeb06cf793d105cd6f5,2100000,100.10
36eeca3bb0ec87905061de3660370c2ba0fa52767db26fe687e808c8d2d01b44,2100000,100.10
53976fc0cafd8728e6bd42e1328acf7284a08369c4112827470ff193abf97aba,2100000,100.20
0a2bccdd7bbe33ad2181910d79f32eb449c9227133b4d3e5fa7aa9d810153cd2,1995000,100.20
b887580e0fb1ba5f983e0eceb8b5cafee3bc5fa961c804adfe58453d25df01d0,2100000,100.20
73542a8d84aec61b351397a4af5cc42e514116a8584eccf2e15cbd0d733c69a1,2058000,100.20
80c20c249bb27d5f1bb0295709e0a384d52730358105c8cc108764e22266b863,2037000,100.20
efbef736673f715ab35e0c7b79eda84b94ef1fdfe308be1ffa39b60cefc938be,2100000,99.40
a88199369db16c98add39c809cad92bc8e2eed988f15cad5b242205f4700f6b0,2100000,99.40
641e31d4cf6e82e9beafdaa508c63b0494a9f259f95ed1b8e1d74dd7f29dced9,2100000,99.00
d6a56bf24d383e7fc9a8231a88bdde690c053d2be6c35af6845cdf84542f6bbd,2079000,99.00
b0c08981634c5b3b665742121b44d2fb7715184e6a5b5797470d04dfb1978bda,2100000,99.00
6d8a97140083a817dc4b9c13542c1018263c414c894c95794c11bb66d0e30578,2100000,99.00
ff7c9dcf0fa0d04f0a1a046164cc0e40cdb74f52ee91bd450c86aa7743215b7b,2100000,98.90
c1972150715887f82587c8c7803a71425cc60be16c1620ac94871c3dde744eb6,2079000,98.90
56334f199cb8b579080f71c87a56cccba8ccc19a4df80513af2a71b576e04859,2079000,99.40
8a3c7b7073097fe241653a221d830a6c187658308d0037b57a265a30b3e0f686,2100000,99.40
bccac2538ad96a73ba13839fe95134770623f5636c1b93a1c209f5763c0175be,2100000,99.40
8bdd81f04ddeabf804ceae6561b285b2966401ac03b5b2750e069e3cef32139c,2100000,99.40
f0c7b18e917398f1d62236e57e3b164a99341eef1fd0a79df865194596e31278,1995000,99.70
eaa6fcfafc94da0b8267da08de8af2948ccb0d6025042b782d18c5419bbc4c14,1722000,99.70
5b0b1dfb791973c2c9903ad376c3195340948f1b02f93f664be8a49060bf7ec4,2100000,99.20
80b63c3cfea5ffe56c026dab535ebb92a7d47538aeaa0a47103d78d56e0eee15,2100000,99.20
0e382bbf0e214332533e53116d0d4bdb4cbfd504fbc62cd1c8ca879a15ef7fc9,2100000,97.50
8ddb0099e567f64d0922aadd9411fd572cedb06569377b51233448ea12c210a7,1869000,97.50
643ee8393f9ec79cfdbff959ef9e7f8f115cdc47ea39eb1d1a2e9707045fd94f,2100000,97.50
b6024fa291dcc4c7f58a4d564e469f28293a2de5d09c52c70444f53b2f7990ca,2079000,97.50
d94922d7cea024220f058d08685855862e0e02ed2022f70b6e77fcdafb19b981,2079000,96.60
b4f049fe817392aff7c338b1d8457b0361b50f7457b088b4c3cd5babad12e3e4,2100000,96.60
3e211eb88cc4e23258abe38ef20896035fe3a3063cca79c6a75f5cb7f3d7b81d,2121000,96.40
d102aef0054f49fd3f2a45c4cf00eeccf7ca6cfcbc30acb464e2d8462339b5b5,2079000,96.40
8954f4dee11720bf3cac4bf0ad80ffca3c101f5beb60ea5d7e2c56a5c3c7ea7b,2121000,97.00
0988187c53576b83093f041224ca5e2a7a7ffa63731acd779b67e907030bc528,2121000,97.00
e9b8391888a831a7f1609ce703575e305bdb9447798946cfe0ff7085c24de0de,2100000,98.80
8b3a31f35b246004ad5b2a5bb6732825c7dd8106a60d05468f19c94a18c516a1,2079000,98.80
f42dd31d37e387af5f02cd6da4110b9b077335a404197984d19cd6049020a62f,2121000,98.90
377a9eb3dc45121fe2c834d1505a278fc8ddc9a04be9ef6e05fb2a7c84f093ba,2121000,98.90
4ae43d8988dc5c4ad92a100cfc5ae47715fe79290e9fde6ac2d817e0983690bf,2100000,100.00
fb590a78c576efdf892d82f327d1c997cd583f265b51f697471477e798a85e35,2100000,100.00
9b7972f7124fc92096b6fe1c20e6592451987da70873bcdaa267aef76cd5ac3c,2121000,100.30
9ebed9b3e69768d463a1d4c4c831d92392fe3f0aa51d4b520af02ae8d6d29440,2142000,100.30
1068d76469bf7d710531ed755cf3807d406d812105685f179fda779327561788,2100000,100.30
f92e872845512104066d80fcaca280aac32fa14316ffbbbc059930613ae13f5f,2100000,100.30
14b99098ec434ebfffb2ffab2f83f04e416e64508eebcccb1b5bc050b19cb3f2,2100000,100.50
367a7bacab854539e2738350f6bb4bbac8ae4ee675805f802c0ae680286a2ca9,2121000,100.50
aa939d5723cfa15fd71f9e254a95210868738b2ee24c550a87b8769c67c4b8aa,2121000,100.40
834e641e8e1d04463d2f6008e74763f1d75ac50238d1613639cda5a361ad145d,2100000,100.40
4acd58457f67115c44d629819c3fc3332f2642ef6f48663b898793fe3bfbae04,2121000,100.60
5164a1bd759270de860e5b88a70b11911922e59af1d32b39b34edc9368abab2a,2100000,100.60
584fb748dc913bd3401242f0a2ca44c954154b816133d3e2129a70566d2150b1,2079000,100.60
c71fbc7ddbea0decb7b3fc3ad75bb0712d5077274d0ffb66c2859f29b2978b60,2079000,100.60
d3ee78fef2cda40e67b1d0dc2dcc1661948e33c3242875a8d631bbd44da6b5a4,2100000,100.40
ba62c4134b52d95b06b095c3560b99817100716182d265c228a3602d20ecde01,2079000,100.40
50d9753d4da54c54deb875c07903875a6b0e9223ef255f8223d45f4cf684ab99,2079000,100.10
0468d9e246abf8eea8ae6f8292e0ac8098b14568d39707f98ef7c236b3f9eff4,2100000,100.10
74335072da4d4a7d4bdd5c2a2eea7e434c35dee2f10486e5f3a92e1612e5f242,2079000,99.90
37e3b697d36d18b4948b43ca47e6475c11428c26d014333a2af2c63256cae56f,2079000,99.90
f4c20192e600c17f15c59703068b9050f3fb8ce311e67ff9dc1726335f221360,2100000,99.60
239931edd73cd376e2ff2e10044245b1ed63827c7191ee9c1d4091959c69f665,2079000,99.60
745c70ad7f285b70b915c1c378a9edc8645c96bf6d3f0d949b8a2946145cb5aa,2079000,99.40
eef5b839d62786509a396ea40e7f9b559d15469a4cbb88fe1a69d4bc466b79b1,2100000,99.40
51d97d976181350c08927200efee211bab9bc5c5653634ab246e9ef55cc7d46b,2079000,99.30
e916cc5c760033c9599b4d891eb8b45aa2253b13a8ec97b916eb171c82b1cf2e,2100000,99.30
0d66519bd19876ec74dfd3acc0517793e236f765350e9d7e05564bc78b9c18e6,2100000,99.30
